,I pay close attention to my diet and nutrition.,Staying active and exercising is important to me.,I enjoy lazy days with no plans or responsibilities.,I prefer having a structured daily routine.,I like to indulge in non-essential purchases.,"I enjoy treating myself, even if it’s impractical.",I am highly goal-oriented in my studies or career.,I like making long-term plans for my future.,I prioritize work-life balance over professional ambition.,Financial stability is more important to me than chasing passion projects.,"I prefer a small, close-knit group of friends over a large social circle.",I enjoy social media and actively engage with it.,I love planning and hosting gatherings or parties.,"I value deep, meaningful conversations over casual small talk.",I enjoy playful teasing and harmless pranks with my friends.,I like playing games that encourage sharing personal thoughts and feelings.,I often check in on my friends to see how they’re doing.,I’m comfortable with my friends having different opinions and beliefs.,Social activism and making a difference are important to me.,I feel one should choose to buy from local businesses over large corporations.,I believe billionaires should not exist.,I try to live sustainably and minimize my impact on the planet.,I believe everything will eventually be explained by science.,I have strong religious or spiritual beliefs.,"I express what’s bothering me, even if it leads to uncomfortable conversations.",I’m a night owl.,I need friends who respond quickly to messages.,"I’m uncomfortable with excessive physical affection (hugging, etc.).",I love celebrating birthdays and important milestones with friends.,Spontaneous adventures are my favorite way to have fun.,I prefer cozy nights in over going out and socializing.,"I enjoy discussing deep topics like philosophy, science, or psychology.","I like participating in group activities like sports, board games, or trivia.",I enjoy dark humor and sarcasm.,I’d rather blend in than stand out in a group.,I’m always excited to try exotic and unusual foods.,"I enjoy following and discussing pop culture, TV shows, and movies.","I love going to concerts, festivals, or other live events with friends.","I enjoy taking spontaneous trips, even if it means postponing responsibilities.","I find thrill-seeking activities (e.g., skydiving, roller coasters) exciting.",I could spend hours getting lost in a book or creative project.,Watching or playing sports is an important part of my identity.,My profession is a defining part of who I am.,Expressing myself through fashion or style is important to me.,I believe gossiping about others is harmless fun.,I’m comfortable with my friends drinking alcohol.,I’m comfortable with my friends smoking cigarettes.,I’m comfortable with my friends using recreational drugs.
I believe billionaires should not exist.,-0.16667920474463696,-0.3238529992603262,0.05444680690856763,-0.16031818624583727,0.051725624806993144,-0.11489326551102483,-0.34475261514057953,-0.23331384452736906,0.18491842298187353,-0.14918585850701085,-0.10814688864063922,-0.060874854794272036,0.061136553220796384,-0.07451907805300947,-0.08830747884829752,0.07165462365976642,0.04934357798574856,-0.11785060053095828,-0.01668672523558724,0.3445442863080678,1.0,0.15394212345524444,0.037247534993219256,-0.4363111696567832,0.08582095929605257,-0.021226333861599275,-0.17425799066673214,-0.049139406917752024,0.03441586627012717,-0.277733224698447,-0.03805603370207981,-0.13283298680562716,-0.050221249764918985,-0.07418871601718942,0.04256820212243754,0.10673510351276318,-0.019599969247371736,-0.0856627431822332,-0.06924168975725799,-0.29311584874575525,-0.060736217996113846,-0.1477382240124954,-0.14954344295330887,0.0236200914007497,0.13406803632601463,0.025753593178788774,-0.03631335439700415,0.21075391638285443
I try to live sustainably and minimize my impact on the planet.,0.028448556520659772,0.10012669561595486,0.18039752535887568,-0.03606798430082517,-0.05860561542193729,0.12708053562813962,-0.144494323487847,-0.13002640560371495,0.23641356690351975,-0.06886377062761267,-0.010687121693740451,-0.053946369410300815,0.05897173123325314,0.11698946898678766,0.07632098876360947,0.024028593244185513,0.077040808265063,0.23866345756376073,0.20681034048952343,0.16173238121028913,0.15394212345524444,1.0,0.05695442743896939,-0.14608063686945413,-0.05974932929689665,0.04631119126617735,-0.052065332770702584,-0.12180338064783507,-0.0018145773460746905,0.08696651816295142,0.14791683972300487,0.013165348879428815,0.048832558364376714,0.005563502078866942,0.07762242379917442,0.08378619017039866,0.12669479765331385,0.08506945911976918,-0.14903727449231347,0.1287762138927719,0.030499769284770273,0.025728106503199174,-0.09513451740657633,-0.0020457245397860345,-0.0754035875372338,0.03010742765457669,-0.04242867521401311,-0.019437852659180077
I believe everything will eventually be explained by science.,0.02142436923645664,0.06858389332196857,-0.10349665450646804,0.020835898447634983,0.09692541578864394,0.3165416404217377,0.2674685711828532,0.14453418139649452,-0.12964288687296313,-0.09202858901605505,0.04064028819831453,0.05311739381337876,0.2613892154616464,-0.007389633311280791,0.0921581758620833,-0.18159276811416306,0.11256864576270618,0.2316156459027384,0.1388397742637997,-0.013592297781703677,0.037247534993219256,0.05695442743896939,1.0,-0.23799746792523865,-0.09912177293567087,0.09157815905082228,0.04316304620578717,0.08839925325618402,0.16950195439754168,0.1438456488705129,0.11203360213350848,-0.0355900347506791,0.03849194403145862,-0.0039618042758193086,0.14834270171032168,0.06684519901886105,0.05415645183222884,0.12536851850654446,0.10310065500902262,0.1039888838409443,0.10382003506149555,0.04447718095945705,0.14525186111933616,0.12676677214767182,0.02344621428717671,0.19219592088950743,0.040262557096820965,0.03429825722322518
I have strong religious or spiritual beliefs.,0.303769524953936,0.14174735393793803,-0.14323284588497082,0.29299515598960935,-0.15420651709341243,-0.046423680032269675,0.1281854881136937,0.16537655160808432,-0.030160413735335852,0.21779718792039274,0.03627837413821163,-0.10319949432249337,0.03613488372191175,0.11331236227829504,-0.012638949184911067,0.05501895949091902,0.11976749786507562,-0.08024164751669377,-0.0676064974462427,-0.020827628447114336,-0.4363111696567832,-0.14608063686945413,-0.23799746792523865,1.0,0.0699558041126902,-0.1341881511229255,0.23790965624636923,0.021975065840260807,0.028743783399526546,0.08457653546923392,0.09028767348933306,0.0918923497607537,-0.054589503329553486,-0.07133749489616424,-0.11761595392856516,0.04739041420482825,0.02306153348356665,0.05949024969728742,0.06058370502220546,0.22806428031813356,-0.17751492248237022,0.24606505271129442,0.10031820668023672,-0.025094708973841345,0.022062446365311145,-0.15295971165711933,-0.005653914363416033,-0.21813851759536215
"I express what’s bothering me, even if it leads to uncomfortable conversations.",-0.11577705543705642,-0.05665710363907598,0.0234781973365282,-0.12389163386392149,0.14872481664009674,0.1620358707108685,0.02356178715878462,0.05637905758451862,0.0959023670021509,0.07713534175739374,-0.07780070870569193,0.037408184696571124,0.18150988300845966,0.13517288954014403,0.0003437190190748407,0.20095056841607317,0.1379925035988122,-0.03296349099853557,-0.09270979414013925,0.11885104586033797,0.08582095929605257,-0.05974932929689665,-0.09912177293567087,0.0699558041126902,1.0,0.04305696111649804,0.003999656796788371,-0.2264863605561201,0.18469172771273992,0.12316985028655247,-0.013075316886491094,0.11355326532721902,-0.003910211502789396,0.009352989762352477,-0.13645605174879671,0.04524865830094631,0.11903879478979164,0.142199404165153,0.27155384356977963,0.061237593331908605,0.04718091953343293,0.11074089452879751,0.0486636010405452,0.1741387758509117,0.12938667627149053,0.29158859273235194,0.27049990424987336,0.1391563443281336
I’m a night owl.,-0.2772612756210639,-0.29511958274425265,0.35849889023945236,-0.3781161766904327,0.13627084786647584,0.2582857581001674,0.0024952441717274215,0.07162415505426174,0.07960706811375749,0.0813906233764288,0.040992609379778056,0.15731218161623367,-0.04084316862789459,-0.017385622928733656,0.18494792325296888,0.05870169753924788,-0.09888933750103054,0.06443323651114592,0.025375277658891242,0.0047455431971183855,-0.021226333861599275,0.04631119126617735,0.09157815905082228,-0.1341881511229255,0.04305696111649804,1.0,0.1663138743109761,-0.06476994545555663,0.05729442968578696,0.23445773224051994,0.049859126200278964,-0.0010716891534507439,0.030522837449012092,0.41111136049803026,-0.0015868995691155768,0.22021554257888193,0.06356436035760289,0.09439771692346995,0.18084754242586748,0.02815561408711081,0.030493858408922176,-0.013553998763516048,0.18311081259695225,-0.03697502448177925,0.14793518263704397,0.11367751231961556,0.12715698965480235,0.1386654251825266
I need friends who respond quickly to messages.,0.0005305241613043799,0.006223894976217998,0.025649090444030458,0.048988670194385804,-0.001627042115818763,0.25902243329614016,0.11737689272151611,0.20166376652153883,0.1859415960114193,0.2937724092922945,0.1573340666555313,0.23764809197422915,0.10797236591730217,0.04843116667988,0.13939215249145492,0.04213681974808156,0.10868370627943268,-0.017698708020090107,0.21088398496981323,-0.06516237148945982,-0.17425799066673214,-0.052065332770702584,0.04316304620578717,0.23790965624636923,0.003999656796788371,0.1663138743109761,1.0,-0.09230210674688408,0.11602209022394472,0.20650781874127036,0.1089105287191576,-0.07636372624022915,-0.0005781909500071398,0.011324894059323177,-0.09324867870732928,0.05537859307929905,0.11864853392245014,0.05032683411222325,0.17569216675409083,0.10586774320894611,-0.2731998040675319,0.16820751842476336,-0.11997258418779803,0.09402988485948727,0.11681751826739421,-0.178007698848767,-0.07089232281832628,-0.2096379950816834
"I’m uncomfortable with excessive physical affection (hugging, etc.).",-0.06923894043180903,-0.13256647020820042,0.04706978290341174,-0.06322109231181308,-0.06821517836437675,-0.10525950018771657,0.050953935084246955,0.0011737532892944942,-0.07328863040397661,-0.09590931738712578,0.18341925801464287,0.07602842427020519,-0.18941457591980587,-0.05092662498433245,-0.022792404445409767,-0.07430577467528904,-0.11577898794192563,0.03450361330562214,-0.010334416543360566,0.10649256613404488,-0.049139406917752024,-0.12180338064783507,0.08839925325618402,0.021975065840260807,-0.2264863605561201,-0.06476994545555663,-0.09230210674688408,1.0,-0.37608717777845196,-0.09840118794925852,0.11203183891624527,-0.10054325332651123,-0.1004779812006004,-0.026822607997277474,0.03138082996224838,0.0365259719380045,-0.0828323269109727,-0.32619893080983076,-0.22065408463912514,-0.28521825259831934,0.04170357538539983,-0.10993953072513286,0.130627196154374,-0.0868632194581549,0.03588118924992884,-0.17841980385807138,-0.08923423740599475,-0.08882295383033764
I love celebrating birthdays and important milestones with friends.,0.21217831346005223,0.07689886250212856,-0.061105989746060414,0.19138355232941986,0.3196421280444226,0.07354915586724466,0.3497792076561278,0.08986424758312632,0.22315259022014144,0.10507996551083218,-0.030798954716887886,0.2923421534842109,0.5211216789106444,-0.02463239520808614,0.06087142940071483,0.1892251467744411,0.3089608458342254,0.18240712914750293,0.2025392684706279,0.16615816755866025,0.03441586627012717,-0.0018145773460746905,0.16950195439754168,0.028743783399526546,0.18469172771273992,0.05729442968578696,0.11602209022394472,-0.37608717777845196,1.0,0.10610940239171383,-0.1518241164900023,0.021149866783456164,0.2215524353779946,-0.008089597388699592,0.26558013868567865,0.15568086505965542,0.3673544544054004,0.5532572578046714,0.0561726206887525,0.27954358149528485,-0.07399406977294423,0.11134604589831412,-0.014048870445373247,0.4238015448014615,0.11924825129691935,0.3001690655353732,0.205494509771748,0.15901011813609361
Spontaneous adventures are my favorite way to have fun.,0.023581698043051404,0.15598906964214945,0.11525128198942289,-0.10258364637488249,-0.01954525623260683,0.24247147814584752,0.07963473673724047,0.053568813169576936,0.08438139697439499,0.11158467677939388,0.13847351521610987,0.03240003845207759,0.1098172469839655,0.08421424257312972,0.25430794121509775,0.01767988904184727,0.17065975892136817,0.24984233470302483,0.2821133031735217,-0.0542543741784241,-0.277733224698447,0.08696651816295142,0.1438456488705129,0.08457653546923392,0.12316985028655247,0.23445773224051994,0.20650781874127036,-0.09840118794925852,0.10610940239171383,1.0,-0.1434350292001847,0.025001129367735367,0.19374796981766113,0.11626144919316193,0.003980586316611866,0.022584100930409457,0.06282894958596069,0.32039951133340755,0.5032665172205733,0.46879596737283796,-0.03897460259584306,0.1711095961886133,-0.07389569705905923,0.2244891454557084,0.0041612714865080225,0.07618895147224429,0.11273901582877806,0.02636508868173943
I prefer cozy nights in over going out and socializing.,-0.07587191288418835,-0.08883568973122281,0.22473009751232353,0.0652680983150364,0.035701470052486556,-0.0012265189725172835,0.05270881713159195,0.15938414613012944,0.008744634091376621,0.14246110014801452,0.2779161052107508,-0.013343533425378513,-0.08411416563948841,0.106764746962386,0.07746153574072706,-0.15992249848559256,0.006237828440026714,0.04203901529039113,0.018927355253807877,0.12754954067694357,-0.03805603370207981,0.14791683972300487,0.11203360213350848,0.09028767348933306,-0.013075316886491094,0.049859126200278964,0.1089105287191576,0.11203183891624527,-0.1518241164900023,-0.1434350292001847,1.0,0.10000271045165811,-0.08283547989377318,0.10812401134936836,0.1626613764631475,0.0472624662203083,-0.02607320811369916,-0.17825143519401615,-0.08455288381226095,-0.20634564858653795,0.18545929003809083,-0.0027552563908526933,0.032382432607357986,-0.16049886426556606,0.018150706864016788,-0.06835298788098286,-0.004992075815222081,-0.1531234395808719
"I enjoy discussing deep topics like philosophy, science, or psychology.",-0.05159203854647228,-0.059747304544392754,-0.03855366132697528,0.12769933180908066,0.2834828225741955,0.06645248300892005,0.16523643236694296,0.14209285851218542,-0.11129931145395056,-0.08069851273145966,0.20620129586123387,-0.03868672012329562,0.08511881291447292,0.5173964488585874,0.1456598210160566,0.12586257727031117,0.1305235464773039,0.12395897780454761,0.11481923520081225,0.05724041478425325,-0.13283298680562716,0.013165348879428815,-0.0355900347506791,0.0918923497607537,0.11355326532721902,-0.0010716891534507439,-0.07636372624022915,-0.10054325332651123,0.021149866783456164,0.025001129367735367,0.10000271045165811,1.0,0.09193718660104132,0.18515378920740358,-0.0031274050927321394,0.16782637351588922,0.15056775271010037,0.14930136742021277,0.08912468845154844,0.11045480019324642,0.21762541949219785,-0.013846094818861007,0.07261609747404936,0.005414292706218855,-0.2455732045014678,0.16038537959552873,0.22752674084605598,0.041313722202516466
"I like participating in group activities like sports, board games, or trivia.",0.08989306038743934,0.19317374820383565,0.05408170526792711,0.016814714623213364,0.054006530609911965,-0.17122467662384921,0.015088018683772712,-0.03460620798207531,-0.022737738946863657,0.0592847551757961,0.12377282474445646,0.02550389027643263,0.11454101625105434,-0.14146225259855075,0.25904940156655243,0.009506823031094009,0.014884736448679811,0.2884679190084847,0.15013851443162973,0.13336678396303173,-0.050221249764918985,0.048832558364376714,0.03849194403145862,-0.054589503329553486,-0.003910211502789396,0.030522837449012092,-0.0005781909500071398,-0.1004779812006004,0.2215524353779946,0.19374796981766113,-0.08283547989377318,0.09193718660104132,1.0,0.07211100446702053,0.0792667358867133,0.04843348524213254,0.1578642790156665,0.3046479422160114,0.058805034328649135,0.26179216443536074,-0.20210600505786744,0.41718794740798915,-0.19101175913315283,0.11451169108191317,-0.04029121434828618,0.0958410492941579,-0.0063421491169876245,-0.1766654092693089
I enjoy dark humor and sarcasm.,-0.004161960710710669,-0.0648815697525689,-0.008272470094646852,-0.13571977804445112,-0.021049267118111913,0.014270291604588215,0.024589702269144847,0.045988511743689425,-0.09713078354342432,0.07544507062481848,0.2003531476491563,-0.027033458414388468,-0.07593743556802485,0.14729136811013605,0.35417246676489517,0.06188035747260741,-0.0824755729113851,0.07755593987006483,-0.06088936782632565,-0.020304089926932126,-0.07418871601718942,0.005563502078866942,-0.0039618042758193086,-0.07133749489616424,0.009352989762352477,0.41111136049803026,0.011324894059323177,-0.026822607997277474,-0.008089597388699592,0.11626144919316193,0.10812401134936836,0.18515378920740358,0.07211100446702053,1.0,0.03933158271195465,0.2517988221314017,0.036966490579759675,0.026158502526395035,0.16211233242173068,0.14239473554295046,0.1797039153580882,0.046833390055466904,0.0328943894082226,-0.03946781659006287,0.10369647765209969,0.059100471897621125,0.09133030706043983,0.16145360748471832
I’d rather blend in than stand out in a group.,0.08573187163418462,0.10117495337655596,0.060767922360671474,0.05707048040007804,-0.06804350614790272,-0.0715929412031602,0.0744942014657559,-0.04864324538791332,0.14844592883963303,0.023628366030911997,0.18640659716096408,0.03876218926966592,0.09348626752140911,-0.1480188508151879,0.16126047427383072,-0.059394898510509664,-0.0011893165370685359,0.21105999966847386,0.03313106770952331,0.0763706610061224,0.04256820212243754,0.07762242379917442,0.14834270171032168,-0.11761595392856516,-0.13645605174879671,-0.0015868995691155768,-0.09324867870732928,0.03138082996224838,0.26558013868567865,0.003980586316611866,0.1626613764631475,-0.0031274050927321394,0.0792667358867133,0.03933158271195465,1.0,-0.205971955675669,-0.047347947234588225,0.09964881589283293,-0.19575708789597313,-0.030474154968703118,-0.12265923377897354,-0.10184189805942084,-0.044364558309735506,-0.02234429259091578,0.049280240002762876,0.013858470447303609,-0.0066721937771698535,0.027327290754976096
I’m always excited to try exotic and unusual foods.,0.13093520225239627,-0.17108563704802188,0.039425696501620276,0.023786396213351862,0.2442916147059124,0.17944064758753747,0.11023848945120739,0.08988893530253553,0.011612823006703228,-0.007185054413903266,-0.027590984358999846,0.141307633710313,0.29393772279431557,0.16177548680867473,0.10612600536940509,0.4495437760546974,0.09131745476090311,0.18021650625539118,0.20443513686111123,0.21457241640927915,0.10673510351276318,0.08378619017039866,0.06684519901886105,0.04739041420482825,0.04524865830094631,0.22021554257888193,0.05537859307929905,0.0365259719380045,0.15568086505965542,0.022584100930409457,0.0472624662203083,0.16782637351588922,0.04843348524213254,0.2517988221314017,-0.205971955675669,1.0,0.3394156459479929,0.1652236627195354,0.27996435131922986,0.23386169320470926,0.24552053053709816,0.017464600332409843,0.09170728180133672,0.17934087964471224,0.19013530232163525,0.1924113827518401,0.0839754533829362,0.14394741961452592
"I enjoy following and discussing pop culture, TV shows, and movies.",0.2643044013209357,0.21999634358705794,0.04024069880206915,0.2922786688422721,0.3094292372835705,0.06547874302150074,0.4249046579001258,0.19162023718053242,0.06819004190549097,0.12851523577924642,0.024381955671205116,0.25332252292497764,0.32368467527476663,0.1974309890056867,-0.008666826159227412,0.39969556604116774,0.2395060397148724,0.2275205495215894,0.2932537285602394,0.19219287954937597,-0.019599969247371736,0.12669479765331385,0.05415645183222884,0.02306153348356665,0.11903879478979164,0.06356436035760289,0.11864853392245014,-0.0828323269109727,0.3673544544054004,0.06282894958596069,-0.02607320811369916,0.15056775271010037,0.1578642790156665,0.036966490579759675,-0.047347947234588225,0.3394156459479929,1.0,0.4694016177694327,0.003239887262363304,0.26666443820495694,0.11561245473539777,0.2544367017377014,0.12967449024325595,0.41799730913688726,0.01695144600296226,0.26917939273121905,0.22684115687973513,0.17910674271171176
"I love going to concerts, festivals, or other live events with friends.",0.2528183866091301,0.1982326626893567,-0.026271543734782146,0.20067302275298715,0.2919444555405652,0.18115285445349258,0.29841987235039563,0.05887650806578651,0.2067905701953529,0.1317743501974396,-0.033521151053369044,0.2178783256997658,0.40947430878442387,0.07165469562109628,0.15249760895297668,0.25790561147682944,0.3281258822580292,0.1644275995848892,0.18956520387635317,0.13155560638786803,-0.0856627431822332,0.08506945911976918,0.12536851850654446,0.05949024969728742,0.142199404165153,0.09439771692346995,0.05032683411222325,-0.32619893080983076,0.5532572578046714,0.32039951133340755,-0.17825143519401615,0.14930136742021277,0.3046479422160114,0.026158502526395035,0.09964881589283293,0.1652236627195354,0.4694016177694327,1.0,0.26594825355151364,0.47297598036430283,-0.018025247623710532,0.33159985606802234,-0.08374843234183127,0.5552024176788425,-0.044193058922946636,0.37190855332626443,0.2637106890606697,0.23782028806658356
"I enjoy taking spontaneous trips, even if it means postponing responsibilities.",-0.007098961942985056,-0.04993188658057471,0.03199617731905893,-0.16880065434631028,0.18778267381721991,0.3447037914863326,-0.07346141143305182,-0.031057767002965805,0.07580049628568075,0.09423821398636198,-0.040657455345796234,0.11063602702284901,0.16200966985502982,0.07813045057710352,0.03951902170311065,0.15380488064617373,0.06698648362590695,-0.07021224386243784,0.06649114495637616,-0.04048249658124257,-0.06924168975725799,-0.14903727449231347,0.10310065500902262,0.06058370502220546,0.27155384356977963,0.18084754242586748,0.17569216675409083,-0.22065408463912514,0.0561726206887525,0.5032665172205733,-0.08455288381226095,0.08912468845154844,0.058805034328649135,0.16211233242173068,-0.19575708789597313,0.27996435131922986,0.003239887262363304,0.26594825355151364,1.0,0.2610050089180562,-0.0014154888803023075,0.050470648684918726,-0.10630864214913877,0.21862557888991868,0.08648544121240387,0.11827142109074888,0.0932505746664659,0.2030176622778783
"I find thrill-seeking activities (e.g., skydiving, roller coasters) exciting.",0.2631177552489702,0.2605242761863045,-0.11972214621660272,0.12249334940730625,0.023659352672483393,0.1260954740294854,0.12943725281442564,0.12072420300514101,0.12165929035264464,0.0852953944934635,0.08462365467017714,0.03071075959850705,0.32201955326465714,0.05887568595836274,0.25849638939070724,0.1285704996650136,0.2033364116935203,0.2148866621051436,0.25794114508113436,-0.03385429355409255,-0.29311584874575525,0.1287762138927719,0.1039888838409443,0.22806428031813356,0.061237593331908605,0.02815561408711081,0.10586774320894611,-0.28521825259831934,0.27954358149528485,0.46879596737283796,-0.20634564858653795,0.11045480019324642,0.26179216443536074,0.14239473554295046,-0.030474154968703118,0.23386169320470926,0.26666443820495694,0.47297598036430283,0.2610050089180562,1.0,-0.04700103887611081,0.2462395519424845,-0.07305167728384336,0.3332107230378015,-0.011498224943028336,0.18251545839761624,0.23379645391111756,0.14448584674072149
I could spend hours getting lost in a book or creative project.,-0.1508485844358311,-0.00838735584521734,0.07467655575680646,0.07564439511754449,0.07434392265300756,0.15031491249569331,0.1643178491879926,0.09853086752906146,-0.1273513527334117,-0.26485166106808244,0.2182218968940716,-0.050092255578178924,-0.03305265155942606,0.1384407399542711,0.08072694175896765,0.15040881568868342,-0.09479008087448373,0.11305824692809918,0.07856880802852158,-0.035079462178271154,-0.060736217996113846,0.030499769284770273,0.10382003506149555,-0.17751492248237022,0.04718091953343293,0.030493858408922176,-0.2731998040675319,0.04170357538539983,-0.07399406977294423,-0.03897460259584306,0.18545929003809083,0.21762541949219785,-0.20210600505786744,0.1797039153580882,-0.12265923377897354,0.24552053053709816,0.11561245473539777,-0.018025247623710532,-0.0014154888803023075,-0.04700103887611081,1.0,-0.18590461400447886,0.29181991126534573,0.036701793999214,-0.12334892153822576,0.18589690146889715,0.10233765027634219,0.14094233680764878
Watching or playing sports is an important part of my identity.,0.1392896610553783,0.3324386387625359,-0.05912429911987162,-0.013047266354980467,-0.01235779951860313,-0.033966165961484815,0.0780412861309004,0.07761177623619016,-0.0638748964312489,0.28180782366850426,0.043332399080032294,0.13727129534070198,0.10697900027821083,-0.1046433782784992,0.20135625915757493,-0.0011072931750972226,0.12216284132424411,0.17213794693081086,0.08634414455731874,-0.012723218428152602,-0.1477382240124954,0.025728106503199174,0.04447718095945705,0.24606505271129442,0.11074089452879751,-0.013553998763516048,0.16820751842476336,-0.10993953072513286,0.11134604589831412,0.1711095961886133,-0.0027552563908526933,-0.013846094818861007,0.41718794740798915,0.046833390055466904,-0.10184189805942084,0.017464600332409843,0.2544367017377014,0.33159985606802234,0.050470648684918726,0.2462395519424845,-0.18590461400447886,1.0,-0.1443577211880452,0.024668490829583556,0.15670502013043525,0.09330394050681401,0.02358845901042888,-0.1532585205042525
My profession is a defining part of who I am.,-0.02060585253229379,0.0028635515737804253,-0.030759778267276095,0.12305850772320291,-0.012370664256839857,0.05288411961176442,0.36507289392547376,0.2575741076016028,-0.18935441623685323,-0.19726215357568178,-0.04036520957288464,-0.12063271344068298,-0.04930019380892833,0.09549643817057521,-0.033582294795981425,0.09695762638313825,-0.022323698483795146,-0.0793317370923525,-0.15161524588519576,-0.14605023230626124,-0.14954344295330887,-0.09513451740657633,0.14525186111933616,0.10031820668023672,0.0486636010405452,0.18311081259695225,-0.11997258418779803,0.130627196154374,-0.014048870445373247,-0.07389569705905923,0.032382432607357986,0.07261609747404936,-0.19101175913315283,0.0328943894082226,-0.044364558309735506,0.09170728180133672,0.12967449024325595,-0.08374843234183127,-0.10630864214913877,-0.07305167728384336,0.29181991126534573,-0.1443577211880452,1.0,-0.06273579148170348,0.08006104616698739,0.1409548511057921,-0.011468431354100894,-0.02656807911604377
Expressing myself through fashion or style is important to me.,0.09009954467323338,0.11680522312556617,0.029499022928979494,0.13270726167787458,0.3491754227746709,0.2047232782596049,0.24077946458709681,0.08366683207411484,0.2040215080999938,0.07933219031483278,-0.03736778065872921,0.13956763516496964,0.34996597358243653,0.1536946885386516,3.667208075770407e-05,0.2577860375135197,0.19103490558350633,0.06173902778364648,0.21626375331591755,0.16822963035130836,0.0236200914007497,-0.0020457245397860345,0.12676677214767182,-0.025094708973841345,0.1741387758509117,-0.03697502448177925,0.09402988485948727,-0.0868632194581549,0.4238015448014615,0.2244891454557084,-0.16049886426556606,0.005414292706218855,0.11451169108191317,-0.03946781659006287,-0.02234429259091578,0.17934087964471224,0.41799730913688726,0.5552024176788425,0.21862557888991868,0.3332107230378015,0.036701793999214,0.024668490829583556,-0.06273579148170348,1.0,-0.030069049649043195,0.35555248605324236,0.30264371075751273,0.23223771793448228
I believe gossiping about others is harmless fun.,-0.07725162908862682,-0.17348886235285282,0.13144020064793657,-0.07550190738512878,0.031092850408625868,0.15091270993704212,0.03549070704573441,0.02035937479375967,0.025900564362678753,0.055365775316727206,-0.08999483439070875,0.24178273210460177,0.170327196754455,-0.13393334392357364,0.12198470422824824,0.07104751602922639,-0.0034684365179353566,-0.01162312247714843,0.04940765542865765,0.2519088342790085,0.13406803632601463,-0.0754035875372338,0.02344621428717671,0.022062446365311145,0.12938667627149053,0.14793518263704397,0.11681751826739421,0.03588118924992884,0.11924825129691935,0.0041612714865080225,0.018150706864016788,-0.2455732045014678,-0.04029121434828618,0.10369647765209969,0.049280240002762876,0.19013530232163525,0.01695144600296226,-0.044193058922946636,0.08648544121240387,-0.011498224943028336,-0.12334892153822576,0.15670502013043525,0.08006104616698739,-0.030069049649043195,1.0,0.09873511726992235,0.06871111488273808,0.05889266092539642
I’m comfortable with my friends drinking alcohol.,-0.11606770384997916,-0.037301393911583804,0.05985943704271482,-0.03516357260452945,0.2538920518343007,0.13827651532905064,0.15152181422168684,-0.08925768303743707,0.1160474564724529,-0.059937865673882686,-0.18177866923232422,0.10136521106631469,0.31665544275642066,0.01712887663828299,0.0725903501716329,0.15031942380083796,0.12975427614598167,0.19611760257981714,-0.03069740775739195,0.18152893269437045,0.025753593178788774,0.03010742765457669,0.19219592088950743,-0.15295971165711933,0.29158859273235194,0.11367751231961556,-0.178007698848767,-0.17841980385807138,0.3001690655353732,0.07618895147224429,-0.06835298788098286,0.16038537959552873,0.0958410492941579,0.059100471897621125,0.013858470447303609,0.1924113827518401,0.26917939273121905,0.37190855332626443,0.11827142109074888,0.18251545839761624,0.18589690146889715,0.09330394050681401,0.1409548511057921,0.35555248605324236,0.09873511726992235,1.0,0.6589765492004662,0.5692226621465022
I’m comfortable with my friends smoking cigarettes.,-0.08475515351290835,-0.05534030631232851,0.13948322715604156,0.007889369609540883,0.14571942775346472,0.17518054530221255,0.042332354095594715,-0.07351765266801726,0.19788235439479718,0.07509666541485828,-0.023700649256552676,0.009310635980043443,0.20064493806826758,0.13645906287360055,0.07498410315949053,-0.02094092248880562,0.2843834842722716,0.09449566931059492,0.05715826206205425,0.12058366001586893,-0.03631335439700415,-0.04242867521401311,0.040262557096820965,-0.005653914363416033,0.27049990424987336,0.12715698965480235,-0.07089232281832628,-0.08923423740599475,0.205494509771748,0.11273901582877806,-0.004992075815222081,0.22752674084605598,-0.0063421491169876245,0.09133030706043983,-0.0066721937771698535,0.0839754533829362,0.22684115687973513,0.2637106890606697,0.0932505746664659,0.23379645391111756,0.10233765027634219,0.02358845901042888,-0.011468431354100894,0.30264371075751273,0.06871111488273808,0.6589765492004662,1.0,0.5607692890780812
I’m comfortable with my friends using recreational drugs.,0.027303986541393623,-0.14344115397939455,0.04029095067915071,-0.093551183606545,0.18005495497133886,0.061744135564668484,-0.024831452320877995,-0.17580753493512877,0.21358230122746355,-0.1351852104749832,-0.16709058768819504,0.12973288591865645,0.17589270415377017,0.005050496547538624,-0.07923099684497412,0.11185916321511699,0.13534702477232533,-0.04315967756112164,0.0011482023844373926,0.1993921101006284,0.21075391638285443,-0.019437852659180077,0.03429825722322518,-0.21813851759536215,0.1391563443281336,0.1386654251825266,-0.2096379950816834,-0.08882295383033764,0.15901011813609361,0.02636508868173943,-0.1531234395808719,0.041313722202516466,-0.1766654092693089,0.16145360748471832,0.027327290754976096,0.14394741961452592,0.17910674271171176,0.23782028806658356,0.2030176622778783,0.14448584674072149,0.14094233680764878,-0.1532585205042525,-0.02656807911604377,0.23223771793448228,0.05889266092539642,0.5692226621465022,0.5607692890780812,1.0
