,I pay close attention to my diet and nutrition.,Staying active and exercising is important to me.,I enjoy lazy days with no plans or responsibilities.,I prefer having a structured daily routine.,I like to indulge in non-essential purchases.,"I enjoy treating myself, even if it’s impractical.",I am highly goal-oriented in my studies or career.,I like making long-term plans for my future.,I prioritize work-life balance over professional ambition.,Financial stability is more important to me than chasing passion projects.,"I prefer a small, close-knit group of friends over a large social circle.",I enjoy social media and actively engage with it.,I love planning and hosting gatherings or parties.,"I value deep, meaningful conversations over casual small talk.",I enjoy playful teasing and harmless pranks with my friends.,I like playing games that encourage sharing personal thoughts and feelings.,I often check in on my friends to see how they’re doing.,I’m comfortable with my friends having different opinions and beliefs.,Social activism and making a difference are important to me.,I feel one should choose to buy from local businesses over large corporations.,I believe billionaires should not exist.,I try to live sustainably and minimize my impact on the planet.,I believe everything will eventually be explained by science.,I have strong religious or spiritual beliefs.,"I express what’s bothering me, even if it leads to uncomfortable conversations.",I’m a night owl.,I need friends who respond quickly to messages.,"I’m uncomfortable with excessive physical affection (hugging, etc.).",I love celebrating birthdays and important milestones with friends.,Spontaneous adventures are my favorite way to have fun.,I prefer cozy nights in over going out and socializing.,"I enjoy discussing deep topics like philosophy, science, or psychology.","I like participating in group activities like sports, board games, or trivia.",I enjoy dark humor and sarcasm.,I’d rather blend in than stand out in a group.,I’m always excited to try exotic and unusual foods.,"I enjoy following and discussing pop culture, TV shows, and movies.","I love going to concerts, festivals, or other live events with friends.","I enjoy taking spontaneous trips, even if it means postponing responsibilities.","I find thrill-seeking activities (e.g., skydiving, roller coasters) exciting.",I could spend hours getting lost in a book or creative project.,Watching or playing sports is an important part of my identity.,My profession is a defining part of who I am.,Expressing myself through fashion or style is important to me.,I believe gossiping about others is harmless fun.,I’m comfortable with my friends drinking alcohol.,I’m comfortable with my friends smoking cigarettes.,I’m comfortable with my friends using recreational drugs.
I believe billionaires should not exist.,-0.1725478257668932,-0.31701389433161575,0.0806708237920717,-0.1425340729042957,0.06557954513399157,-0.08642357942307415,-0.3388161413048531,-0.1890848878146167,0.1929992948229311,-0.11677730816956215,-0.054089322706202224,-0.06605918531601301,0.06993387031172463,-0.040844661192447416,-0.05160669655678615,0.09047143231656243,0.06836064939994457,-0.07556041397667067,0.023135785963891476,0.3298253408482468,1.0,0.16736342576798882,0.07247251023262222,-0.42091232553026076,0.07708481104598326,-0.010815668211015093,-0.14675196233029614,-0.052932391099366885,0.05751616283557816,-0.24487372261879817,0.006260275510970381,-0.06412557133427738,4.370767157557867e-05,-0.036304348350557396,0.031158214051890794,0.1085056446317504,-0.0013329794335981311,-0.08701517973000404,-0.0605287040775349,-0.2620958077902255,-0.04460105109390631,-0.11864401633184501,-0.13003427971584114,0.01418569491508516,0.1431874200617344,0.045339184769976594,-0.004765015021496236,0.1867930183860009
I try to live sustainably and minimize my impact on the planet.,0.0182004204685927,0.11527646910370244,0.1985735012024966,-0.05308369367676397,-0.05587413904851541,0.10466046640650198,-0.15225045687812278,-0.125648787125539,0.2421515282186439,-0.07713532407031438,-0.002664673461446872,-0.04265899259871944,0.07002248460850327,0.10191957760672724,0.09188941377298478,0.029793140703611755,0.04450423201430798,0.26459677481067134,0.2062375967572842,0.16745321338823874,0.16736342576798882,1.0,0.06196141086080475,-0.1304020536851225,-0.06743514257880218,0.011243809339446393,-0.058874158185829764,-0.0964116229815509,0.009746983935773605,0.07280504341956058,0.17399574684007316,0.027942348982684804,0.07510538656436147,0.0073319312998189395,0.08164114839171902,0.07317368570833337,0.11890096028063787,0.08590461811324664,-0.16325670604297562,0.11339416403269,0.05373228108437726,0.03325454390328145,-0.10315624253302591,0.018668574094276098,-0.0770129336021022,0.10062323890660442,-0.042992156768722985,-0.0070101656325757215
I believe everything will eventually be explained by science.,0.042288650644078454,0.09849773050544768,-0.12411293534425352,0.04170872366415544,0.11885931275189165,0.31573871418862715,0.28525815090903306,0.17474507599578035,-0.14018552696004566,-0.10801096795432683,0.0839796133686545,0.07807768839416566,0.25169660424578993,-0.040292281840526724,0.07621164981390972,-0.159777071767091,0.11992158897548684,0.25814661115486276,0.16905555736692987,0.004872392061228718,0.07247251023262222,0.06196141086080475,1.0,-0.2509875785796479,-0.10787065253859231,0.0990719337451402,0.05245133039589596,0.07758064254273238,0.20945517961694066,0.15607996016315792,0.11932540921323732,-0.06356356642015644,0.05873546078887881,0.006676812807011064,0.14949572277126347,0.07573853150706274,0.07175121995318315,0.13473810395433056,0.0921286253199173,0.09686017758511717,0.10279603719522938,0.046929751696848196,0.1217533443253716,0.14898638891772925,0.03333586205137437,0.15826493374606265,0.048753759663338336,0.05001200396560859
I have strong religious or spiritual beliefs.,0.2619511065659857,0.10819917159399607,-0.1506323111417202,0.27150648328386806,-0.1878452573764967,-0.048614884356326035,0.13860683209513397,0.16987014613718712,-0.011304646302922826,0.20994691511291402,0.07656106645075601,-0.11522910106605845,0.02959488391241677,0.11802472158687934,0.08273417151418493,0.09358360074082202,0.09103323655127347,-0.08990248681944016,-0.0430567364612364,-0.011042756437251793,-0.42091232553026076,-0.1304020536851225,-0.2509875785796479,1.0,0.07050912911977673,-0.17032869948451976,0.24905837851519133,-0.008570647871363411,-0.018238779143778045,0.09175543770128787,0.06214055094208527,0.1251916041608433,-0.08807149363156702,-0.02260219867892623,-0.14021508119868295,0.03130900980502237,0.006173419990689638,0.023485606363226882,0.05523792496545033,0.2237242796170336,-0.19036158485832502,0.20783618547991486,0.11235117907142775,-0.05210861936920113,-0.012045042262293072,-0.13617477075433745,-0.042710492754509756,-0.2232049662477815
"I express what’s bothering me, even if it leads to uncomfortable conversations.",-0.1006465035266485,-0.09127610298372182,0.027434464834373538,-0.10587035622994231,0.17293716472269355,0.1480368402406931,0.026453527287648892,0.05652459275134846,0.07524755721047055,0.08484254887052063,-0.11081910253056072,0.06077134509305517,0.19240316602244723,0.12989355606571804,-0.05930670452362433,0.20649847773975918,0.1462080532016611,-0.10191417640206897,-0.09998495926011038,0.12524411219781761,0.07708481104598326,-0.06743514257880218,-0.10787065253859231,0.07050912911977673,1.0,0.04862708857437137,-0.012393019276674546,-0.2013888022499039,0.15972994691130651,0.1067025341837227,-0.008824342476179256,0.03899551785139323,-0.03046629730251998,-0.08935666063469938,-0.13457910918263236,0.04123223976810377,0.09710407707256065,0.1345443664719431,0.25925080051725863,0.06364747033249141,0.01636771432994967,0.10672579179909458,0.036444030733548335,0.18209086687697534,0.13774074586694998,0.26048444499956036,0.2679483057599522,0.15412910560196175
I’m a night owl.,-0.24283804413770912,-0.2902790389328016,0.32311531700900414,-0.37095788295253806,0.17388676545389745,0.25861521414002286,0.0035017451368987147,0.06632672975270092,0.09754667021983425,0.08561218733656867,0.03842452183049633,0.17511833168330915,-0.004013549266461478,-0.03632340780477218,0.14491346264930613,0.07880235799185557,-0.12484320392335678,0.053446476103791024,0.051018335510703706,0.004715933972792103,-0.010815668211015093,0.011243809339446393,0.0990719337451402,-0.17032869948451976,0.04862708857437137,1.0,0.17445013947412807,-0.0592897319925347,0.08658309707246774,0.20732946373271952,-0.032787896093656385,0.0004645861391375922,0.017265299451574758,0.33032439628795374,0.013408861856636535,0.23654683725051334,0.07780240137481176,0.13184265331802336,0.20645218890457337,0.05023886170390198,0.024435565096327598,-0.0348938768754083,0.15795710547385095,0.02717810906985476,0.17011389161959897,0.15301019751774128,0.1333004893193272,0.1400304276078546
I need friends who respond quickly to messages.,0.012506153832236211,0.020115730562154335,0.034768612634660856,0.04491515807879527,0.003165588387253647,0.2599521918810145,0.1354612060401652,0.17958119458135247,0.17951087686383366,0.29062598609552825,0.19841323274649855,0.24682391999804656,0.11250158009531026,0.030925164838259748,0.16711405291412196,0.03412261364125512,0.09915642359702717,-0.06021707607714439,0.21196525412160835,-0.051491215717707005,-0.14675196233029614,-0.058874158185829764,0.05245133039589596,0.24905837851519133,-0.012393019276674546,0.17445013947412807,1.0,-0.09390648176450561,0.11092318384587281,0.21008204133028416,0.10893983629312405,-0.1172211200655235,-0.06285506403168578,0.01055153173589799,-0.10234678262663904,0.06322326714560199,0.11930559230125529,0.06286758206846248,0.1652926019938556,0.08429846625513071,-0.2621736801995009,0.17846621530810616,-0.11556379784820202,0.08087465016463569,0.11688922706392936,-0.15075445847248017,-0.07320047394354277,-0.18275877895805454
"I’m uncomfortable with excessive physical affection (hugging, etc.).",-0.07907343528168785,-0.1338940751010298,0.04461450148271088,-0.06033202232745392,-0.07753886067629336,-0.09613233893472446,0.06015627649284248,0.009418807383050074,-0.05842344279607571,-0.08463953988079673,0.2531106956015858,0.06469958690259864,-0.1813094850968745,-0.04059038373491354,-0.0128032747489722,-0.07487683070084555,-0.10246808104605608,0.03436244204380656,-0.02964135900668755,0.11166460522534498,-0.052932391099366885,-0.0964116229815509,0.07758064254273238,-0.008570647871363411,-0.2013888022499039,-0.0592897319925347,-0.09390648176450561,1.0,-0.388664300080723,-0.07876753338247262,0.12911416149938568,-0.07921880099697995,-0.10155030205044349,0.04167462359757115,0.05001249329807567,0.02468312411262155,-0.11082256111735682,-0.31676940756358885,-0.2134504731700365,-0.28048587763829463,0.035213606492597,-0.11276555968683855,0.14729211890087981,-0.08141976668083042,0.036431879208543023,-0.1864678858374421,-0.08168053111316365,-0.09459674351344431
I love celebrating birthdays and important milestones with friends.,0.2115110878982901,0.08761086022444681,-0.016841398960399455,0.21552321384653378,0.31604643381119885,0.0795768909465018,0.331317941009562,0.06758131633097876,0.22085892761550555,0.09182409543974708,-0.09506103457438497,0.2677602096052953,0.4881106222939531,-0.011545993353399415,0.03459159895713333,0.17951215932490486,0.31024447044413667,0.2414443922348215,0.19419486045219658,0.16616426888505,0.05751616283557816,0.009746983935773605,0.20945517961694066,-0.018238779143778045,0.15972994691130651,0.08658309707246774,0.11092318384587281,-0.388664300080723,1.0,0.10524096131520164,-0.11234024662495952,0.010157084732000825,0.27582426124032855,0.02397115646211561,0.27389766107260755,0.18373853170369786,0.37755504664650535,0.5370171734002899,0.04374153687386021,0.2658182904320128,-0.023243719216002774,0.09585940407996131,0.008824804416309132,0.41458026680402993,0.12594952928116745,0.2801936369860893,0.1762757308464818,0.11292203368662553
Spontaneous adventures are my favorite way to have fun.,0.045525519326974774,0.1481275815636919,0.06948912664555847,-0.09156634964402953,0.015603870984436673,0.22152469724228305,0.07867375492261622,0.024116465479799534,0.04395495181304177,0.09981540604600031,0.06785585847812449,0.06322856477300569,0.15198853010638275,0.035021462126461005,0.28671359103886557,0.012420712659441753,0.1756877656986518,0.24117310408249443,0.2856188056539583,-0.06543317647792944,-0.24487372261879817,0.07280504341956058,0.15607996016315792,0.09175543770128787,0.1067025341837227,0.20732946373271952,0.21008204133028416,-0.07876753338247262,0.10524096131520164,1.0,-0.15829688151123925,-0.024348033648282655,0.1701916058244933,0.04403697494412523,0.002826895983775912,0.027658017922654158,0.06448005582675759,0.33002850986035576,0.5147363734615051,0.45350354583011315,-0.11269437484747133,0.20208662970908683,-0.12372405681867764,0.2636705280728045,0.02548503340543239,0.07210127218415224,0.12035368044104712,0.055214227840191026
I prefer cozy nights in over going out and socializing.,-0.046629964518229275,-0.06499649651261338,0.197032022886429,0.10906577577106585,0.05951985384031935,-0.031522726472434405,0.08452149365345313,0.16142284184157724,0.0005015408534122753,0.13072595662739614,0.2658389261115887,0.03229860630274775,-0.03819328371132914,0.05718308867200992,-0.008559831704537023,-0.1611937504189891,-0.04937566530079708,-0.021848329366902303,0.028634110365826297,0.19176308167021935,0.006260275510970381,0.17399574684007316,0.11932540921323732,0.06214055094208527,-0.008824342476179256,-0.032787896093656385,0.10893983629312405,0.12911416149938568,-0.11234024662495952,-0.15829688151123925,1.0,0.07521930002062913,-0.07566985279974077,0.05030802141160815,0.15723323940710748,0.06625726600434517,-0.027690312212162033,-0.1676609885613888,-0.07239569279154257,-0.2212936406466871,0.16239265476477793,-0.0008451264216724932,0.04992881292949964,-0.14871083062013546,0.04961012614470707,-0.07938033481215624,-0.0570705861528457,-0.13165190610145422
"I enjoy discussing deep topics like philosophy, science, or psychology.",-0.0017101681111930857,-0.052731430083736076,-0.09596720482652067,0.11876159715152423,0.2669485988476741,-0.010391867316522098,0.1310987914501693,0.07200077146073511,-0.06368201116437439,-0.09931547557422694,0.05346810293416675,-0.06381432897563867,0.09851150353375256,0.41700988443148806,0.16752460776116224,0.09269137103372516,0.04431879776176186,0.13008079543900966,0.09172801183554394,0.04940226203683716,-0.06412557133427738,0.027942348982684804,-0.06356356642015644,0.1251916041608433,0.03899551785139323,0.0004645861391375922,-0.1172211200655235,-0.07921880099697995,0.010157084732000825,-0.024348033648282655,0.07521930002062913,1.0,0.08729485480086198,0.10613713779330643,0.02094013483880009,0.13327677573612276,0.13678127124659575,0.09902444594773131,0.06390642543149432,0.12626846025458327,0.24898344875344564,-0.04430048569046175,0.07558639688866153,0.009163483194474395,-0.26876714257646667,0.1624138052337222,0.17807024934317425,0.08505590336187875
"I like participating in group activities like sports, board games, or trivia.",0.1337044914624651,0.2126125117393698,0.05315621701067411,0.043147691964443416,0.04186728297313794,-0.23227378789810654,0.03094969535711604,-0.07027341548933497,-0.021947636606102407,0.020123067033326572,0.013304059255648199,0.02209072246065186,0.1411984958395626,-0.09885970152967592,0.21790975484367964,0.017637728426597117,0.04390923096150721,0.3487954459217943,0.14822767225064268,0.1903162374190842,4.370767157557867e-05,0.07510538656436147,0.05873546078887881,-0.08807149363156702,-0.03046629730251998,0.017265299451574758,-0.06285506403168578,-0.10155030205044349,0.27582426124032855,0.1701916058244933,-0.07566985279974077,0.08729485480086198,1.0,0.053247996415740635,0.13254419917559682,0.06609576270016454,0.16201769397639193,0.2826848919926969,0.024977976040844577,0.22346076225054973,-0.16701165411109842,0.3888123166751398,-0.15003268482118787,0.12461352590995256,0.00024276386904463842,0.06994809690837188,-0.047145380416650486,-0.13732866933171245
I enjoy dark humor and sarcasm.,0.07168598383765135,-0.10574094873953989,-0.034936396927791886,-0.10552435104469102,-0.011180741641395505,0.008385165405816674,0.018882581228970557,0.014266381325885827,-0.11756255502362926,0.08687405248299855,0.08204694471771058,0.04205252179638443,-0.06038996543518759,0.14875408333406342,0.30469151101843484,0.07010120278695678,-0.08511842593380299,0.013372919720878743,-0.068514475534029,0.03453111870350955,-0.036304348350557396,0.0073319312998189395,0.006676812807011064,-0.02260219867892623,-0.08935666063469938,0.33032439628795374,0.01055153173589799,0.04167462359757115,0.02397115646211561,0.04403697494412523,0.05030802141160815,0.10613713779330643,0.053247996415740635,1.0,0.031109517844818843,0.31969823795892616,0.08181973346651654,0.026770025651320372,0.16440109514370913,0.1284702932862286,0.0646679491756422,0.028342756144045855,0.04538332661577841,-0.029835941560183047,0.14688306021171493,0.027242695159720696,0.06476953613594638,0.2211740873825035
I’d rather blend in than stand out in a group.,0.09161466595028356,0.1132089465012208,0.028508875722810398,0.08028397593777484,-0.07543213567763872,-0.06501684367772165,0.07077214392343316,-0.06494174095453892,0.14774943135046423,0.020894198914967545,0.13923957494932365,0.027382338241963993,0.074594906767001,-0.11113995745961748,0.1547072607559621,-0.06607568083359794,-0.013977117244103273,0.26343002812659005,0.029755062710284767,0.07923585639899539,0.031158214051890794,0.08164114839171902,0.14949572277126347,-0.14021508119868295,-0.13457910918263236,0.013408861856636535,-0.10234678262663904,0.05001249329807567,0.27389766107260755,0.002826895983775912,0.15723323940710748,0.02094013483880009,0.13254419917559682,0.031109517844818843,1.0,-0.18142148943944642,-0.04089735766903263,0.11949846480361778,-0.18009151645653038,-0.02507926926206865,-0.07911570617387892,-0.08670904309854169,-0.04118368081372165,-0.013475339295087317,0.045754567529725454,0.012450890911019594,0.0011706119281445495,0.025518494997013638
I’m always excited to try exotic and unusual foods.,0.14659031699849565,-0.13798787401926232,0.05335725736907768,0.04099318141477919,0.22974692659967766,0.17197574149669742,0.14199199875740273,0.11817703240211906,0.018680557300105163,-0.028316730767645102,-0.020345513843422446,0.11576892050674736,0.2868861081519624,0.18773071054220203,0.11302700137705186,0.46924835592079905,0.087026149575452,0.13994139090809013,0.19447976991137417,0.253844986146951,0.1085056446317504,0.07317368570833337,0.07573853150706274,0.03130900980502237,0.04123223976810377,0.23654683725051334,0.06322326714560199,0.02468312411262155,0.18373853170369786,0.027658017922654158,0.06625726600434517,0.13327677573612276,0.06609576270016454,0.31969823795892616,-0.18142148943944642,1.0,0.34929735396352735,0.18769698117516662,0.2824242721528772,0.2539234139135815,0.22588657944260984,0.0004904752126140124,0.11343391093481624,0.17189848922774578,0.19271686337050467,0.23369048508195334,0.05573611941516911,0.1565939745053356
"I enjoy following and discussing pop culture, TV shows, and movies.",0.27492249036838073,0.24561681528195944,0.04293370661002672,0.321998906238954,0.29896733492830313,0.08151633525599082,0.42252695041360705,0.19164436247843333,0.0753201822793027,0.11831797991033974,0.05462992529781542,0.23885651611655878,0.31940928490817355,0.23939368400702804,0.02635875195013567,0.41694513669372973,0.25105864439777104,0.2269912791169325,0.3333773588480399,0.20397007698061675,-0.0013329794335981311,0.11890096028063787,0.07175121995318315,0.006173419990689638,0.09710407707256065,0.07780240137481176,0.11930559230125529,-0.11082256111735682,0.37755504664650535,0.06448005582675759,-0.027690312212162033,0.13678127124659575,0.16201769397639193,0.08181973346651654,-0.04089735766903263,0.34929735396352735,1.0,0.4872365647972043,0.007185969965380931,0.2945648994101893,0.10473043837872753,0.25090778615261655,0.13758428744855714,0.41512175886001457,0.026831071534211468,0.2813518641545107,0.21278185727318338,0.17832835643335515
"I love going to concerts, festivals, or other live events with friends.",0.2684122458465767,0.2276751453593743,-0.011990548926842877,0.2150874683482471,0.2820358553383035,0.18012214521500433,0.276382373668747,0.03358663721995525,0.19857394164207534,0.12107743450965694,-0.10964604687967137,0.22764525611780645,0.40704077705777714,0.11173298242097468,0.10411975077417202,0.26165752524568753,0.33238747485653847,0.17883402395482692,0.20515641599650886,0.13450672047726187,-0.08701517973000404,0.08590461811324664,0.13473810395433056,0.023485606363226882,0.1345443664719431,0.13184265331802336,0.06286758206846248,-0.31676940756358885,0.5370171734002899,0.33002850986035576,-0.1676609885613888,0.09902444594773131,0.2826848919926969,0.026770025651320372,0.11949846480361778,0.18769698117516662,0.4872365647972043,1.0,0.25056157951026026,0.47825327260853334,0.00027484659681911673,0.3250895656151107,-0.08186124574704046,0.5265020065368003,-0.025465357645695488,0.3722244547544461,0.24870576205052009,0.23600419408877524
"I enjoy taking spontaneous trips, even if it means postponing responsibilities.",-0.007002942186252731,-0.06637617970745548,0.0652865335803768,-0.17366642759545806,0.1826753726497643,0.347171911865914,-0.06153449105344457,-0.007152997978034667,0.06211984927982136,0.08212888612634396,0.004299384806839595,0.10203641962745248,0.14241885764321227,0.10685531046151968,0.12436443815208406,0.15897586442940037,0.0759911066758415,-0.07348438354675792,0.06704795491727435,-0.032132536643873236,-0.0605287040775349,-0.16325670604297562,0.0921286253199173,0.05523792496545033,0.25925080051725863,0.20645218890457337,0.1652926019938556,-0.2134504731700365,0.04374153687386021,0.5147363734615051,-0.07239569279154257,0.06390642543149432,0.024977976040844577,0.16440109514370913,-0.18009151645653038,0.2824242721528772,0.007185969965380931,0.25056157951026026,1.0,0.2625207933577531,-0.05604382474002957,0.04807728051971101,-0.10713185513905228,0.20222122314635735,0.09816002110217571,0.09371918102388736,0.09064354389186449,0.19364767813041453
"I find thrill-seeking activities (e.g., skydiving, roller coasters) exciting.",0.2599795489160509,0.27753498204985105,-0.14350053545614383,0.1233274640271476,0.039523704835644005,0.09963324741775369,0.12232912077517762,0.09790256503489005,0.0951648796304742,0.07132058007922892,-0.05901220014769982,0.043283439105055714,0.35463011843072284,0.06605346248037992,0.2755936116256012,0.13201850932462222,0.1791870564309487,0.22629971206347274,0.25701194441642733,-0.016410593739856708,-0.2620958077902255,0.11339416403269,0.09686017758511717,0.2237242796170336,0.06364747033249141,0.05023886170390198,0.08429846625513071,-0.28048587763829463,0.2658182904320128,0.45350354583011315,-0.2212936406466871,0.12626846025458327,0.22346076225054973,0.1284702932862286,-0.02507926926206865,0.2539234139135815,0.2945648994101893,0.47825327260853334,0.2625207933577531,1.0,-0.06333538705394753,0.2493626192051017,-0.06424280114705976,0.3321891593015069,0.00677111032899583,0.19643002268412244,0.24120511047262813,0.19770956559307248
I could spend hours getting lost in a book or creative project.,-0.17717191286723635,-0.02415543120203105,0.04593127845889592,0.06657685294338266,0.08794807458765797,0.12655541508759435,0.18148317078525805,0.05233035623128301,-0.14906803122049572,-0.33478466932119033,0.06970656763227003,-0.07486418097039611,0.04204332472810985,0.06473002515185797,-0.041747787660314485,0.11540998079085121,-0.1314876170897561,0.061912758444810354,0.052465806272102476,-0.03514870181636785,-0.04460105109390631,0.05373228108437726,0.10279603719522938,-0.19036158485832502,0.01636771432994967,0.024435565096327598,-0.2621736801995009,0.035213606492597,-0.023243719216002774,-0.11269437484747133,0.16239265476477793,0.24898344875344564,-0.16701165411109842,0.0646679491756422,-0.07911570617387892,0.22588657944260984,0.10473043837872753,0.00027484659681911673,-0.05604382474002957,-0.06333538705394753,1.0,-0.24481358836765502,0.30764810049195324,0.039832093092279815,-0.12620465450197946,0.18415349699724315,0.10388460581199205,0.11231803967219711
Watching or playing sports is an important part of my identity.,0.1399389220867891,0.3692582735016967,-0.010262766365789985,0.00023500743486547853,-0.0007754712841289298,-0.03338626232840071,0.0746977819797291,0.06697277808253328,-0.06041920899700617,0.2883841171657882,0.05077774095329252,0.15377441268143455,0.09143940287190745,-0.14551636142204127,0.21870260781879525,-0.01488496489761569,0.12992108243117534,0.1403671589327946,0.11825215937003565,0.00640095164323005,-0.11864401633184501,0.03325454390328145,0.046929751696848196,0.20783618547991486,0.10672579179909458,-0.0348938768754083,0.17846621530810616,-0.11276555968683855,0.09585940407996131,0.20208662970908683,-0.0008451264216724932,-0.04430048569046175,0.3888123166751398,0.028342756144045855,-0.08670904309854169,0.0004904752126140124,0.25090778615261655,0.3250895656151107,0.04807728051971101,0.2493626192051017,-0.24481358836765502,1.0,-0.15172452980023865,0.030942463077958515,0.15572428909025524,0.06863961491611197,0.027982194041861596,-0.13170559801243403
My profession is a defining part of who I am.,0.011989018221488283,-0.0009546329333961016,0.004147278441513161,0.10922872438175713,-0.04069800717647251,0.03060692487105552,0.36893334485861207,0.24690103205221545,-0.16527973838016663,-0.2047416932009498,-0.04183311125732186,-0.09889366530833081,-0.04298389558207859,0.08407325444258014,-0.08505364449060947,0.09832336826614921,-0.008252794826573331,-0.06415561742152402,-0.1579858913311856,-0.14596955646605797,-0.13003427971584114,-0.10315624253302591,0.1217533443253716,0.11235117907142775,0.036444030733548335,0.15795710547385095,-0.11556379784820202,0.14729211890087981,0.008824804416309132,-0.12372405681867764,0.04992881292949964,0.07558639688866153,-0.15003268482118787,0.04538332661577841,-0.04118368081372165,0.11343391093481624,0.13758428744855714,-0.08186124574704046,-0.10713185513905228,-0.06424280114705976,0.30764810049195324,-0.15172452980023865,1.0,-0.05052698479833204,0.11576522818148188,0.1174232203874523,-0.029213014571798025,0.013843655570706749
Expressing myself through fashion or style is important to me.,0.07550081595068373,0.11779154258661012,0.06401197945770379,0.1245957455483231,0.365415266476822,0.22995486266009724,0.22753837947882044,0.09414896187647966,0.21727924370899085,0.08771290240620613,-0.0398603957443549,0.13053490429520276,0.3614426818016249,0.20482758213519148,0.06449795527971748,0.24290957536801086,0.20425328718481936,0.10708779534464767,0.23138569438820272,0.173121662751361,0.01418569491508516,0.018668574094276098,0.14898638891772925,-0.05210861936920113,0.18209086687697534,0.02717810906985476,0.08087465016463569,-0.08141976668083042,0.41458026680402993,0.2636705280728045,-0.14871083062013546,0.009163483194474395,0.12461352590995256,-0.029835941560183047,-0.013475339295087317,0.17189848922774578,0.41512175886001457,0.5265020065368003,0.20222122314635735,0.3321891593015069,0.039832093092279815,0.030942463077958515,-0.05052698479833204,1.0,-0.016804974731667865,0.3392613209116801,0.30718895058115653,0.20776810273654342
I believe gossiping about others is harmless fun.,-0.0722985305550898,-0.18561122686315662,0.17359699303045098,-0.06777521272728153,0.022841541059770112,0.1598368642139609,0.06666610946041056,0.036662130093651324,0.02145107746984697,0.05347092327086543,-0.09303696542386951,0.2542816378501971,0.16101721806924005,-0.13995906419199738,0.15975862693562815,0.070843176023904,0.007322424738561961,-0.04376615381049504,0.034300243074429526,0.2205427256879753,0.1431874200617344,-0.0770129336021022,0.03333586205137437,-0.012045042262293072,0.13774074586694998,0.17011389161959897,0.11688922706392936,0.036431879208543023,0.12594952928116745,0.02548503340543239,0.04961012614470707,-0.26876714257646667,0.00024276386904463842,0.14688306021171493,0.045754567529725454,0.19271686337050467,0.026831071534211468,-0.025465357645695488,0.09816002110217571,0.00677111032899583,-0.12620465450197946,0.15572428909025524,0.11576522818148188,-0.016804974731667865,1.0,0.11388559567016,0.06530062194037077,0.04334211459412662
I’m comfortable with my friends drinking alcohol.,-0.103258144909422,-0.0696102261430302,0.10860924031347698,-0.01633594023322971,0.2593148265264827,0.16186207531991814,0.13435104647141025,-0.10626684162101033,0.0946015343190562,-0.039214646499323866,-0.21169376675591284,0.09186881729750546,0.3218771109323309,0.05763013951683453,0.048742321334233035,0.1923452597153087,0.1548520427143378,0.15854415301438116,-0.028121019802627475,0.19642806501893492,0.045339184769976594,0.10062323890660442,0.15826493374606265,-0.13617477075433745,0.26048444499956036,0.15301019751774128,-0.15075445847248017,-0.1864678858374421,0.2801936369860893,0.07210127218415224,-0.07938033481215624,0.1624138052337222,0.06994809690837188,0.027242695159720696,0.012450890911019594,0.23369048508195334,0.2813518641545107,0.3722244547544461,0.09371918102388736,0.19643002268412244,0.18415349699724315,0.06863961491611197,0.1174232203874523,0.3392613209116801,0.11388559567016,1.0,0.6230444958228456,0.5330266504053172
I’m comfortable with my friends smoking cigarettes.,-0.07899963545006994,-0.08241819738574502,0.07858558638491664,0.011654123194558046,0.14734193255896366,0.16431036244826247,0.038505709293959266,-0.08536699454592539,0.1886651862027935,0.07925222202523362,-0.1020656404362877,0.01752305719897279,0.21572884964544584,0.10983875252622587,0.09451628075598077,-0.04434996593906537,0.26034856043787896,0.03893648406982448,0.06125522752836112,0.10634013854266426,-0.004765015021496236,-0.042992156768722985,0.048753759663338336,-0.042710492754509756,0.2679483057599522,0.1333004893193272,-0.07320047394354277,-0.08168053111316365,0.1762757308464818,0.12035368044104712,-0.0570705861528457,0.17807024934317425,-0.047145380416650486,0.06476953613594638,0.0011706119281445495,0.05573611941516911,0.21278185727318338,0.24870576205052009,0.09064354389186449,0.24120511047262813,0.10388460581199205,0.027982194041861596,-0.029213014571798025,0.30718895058115653,0.06530062194037077,0.6230444958228456,1.0,0.5911058077415452
I’m comfortable with my friends using recreational drugs.,0.05196620506150862,-0.0891143311618855,0.0307763329588361,-0.059264176334329774,0.1482815939682494,0.04377048002070599,-0.0008609944942564003,-0.1206675566652188,0.19681873521236634,-0.11224335768209803,-0.1159697982589061,0.11250127437397803,0.18273972443530836,0.07049084174440483,0.007481245394411874,0.12237088923874101,0.1443092922418647,-0.04743278367659415,0.009194725513021874,0.16602951042373745,0.1867930183860009,-0.0070101656325757215,0.05001200396560859,-0.2232049662477815,0.15412910560196175,0.1400304276078546,-0.18275877895805454,-0.09459674351344431,0.11292203368662553,0.055214227840191026,-0.13165190610145422,0.08505590336187875,-0.13732866933171245,0.2211740873825035,0.025518494997013638,0.1565939745053356,0.17832835643335515,0.23600419408877524,0.19364767813041453,0.19770956559307248,0.11231803967219711,-0.13170559801243403,0.013843655570706749,0.20776810273654342,0.04334211459412662,0.5330266504053172,0.5911058077415452,1.0
